,Strategy A,Strategy B,Strategy C,Max Sharpe,Min Volatility
2023-02-14,3.1789741746837716,2.7398474483208286,1.7646731473421522,3.1540846283740853,1.5488955536642774
2023-02-15,3.2033276109227096,2.7547906616449036,1.7615291254302208,3.177739880627076,1.543156021764635
2023-02-16,3.1432196526401874,2.709979939422015,1.7369938914988785,3.1182590216971136,1.5215566303122745
2023-02-17,3.121042886970525,2.697034773551391,1.7397932623483232,3.096698046572183,1.5263990809318895
2023-02-21,3.0471514975772327,2.6380558402728926,1.705325538479586,3.023512893692983,1.4962971888285577
2023-02-22,3.049431650263323,2.637225069806758,1.7101663450645639,3.026007103632652,1.502971117556231
2023-02-23,3.0760649168141554,2.6557559335579204,1.7223092643676325,3.052457599859001,1.5146777486350318
2023-02-24,3.024558869195135,2.6193367125438343,1.7023136062886959,3.0014661427589897,1.4965402157991987
2023-02-27,3.046218546654916,2.6331760461335203,1.707680338661128,3.0228300818463043,1.5011209376623904
2023-02-28,3.04228042348041,2.6266081121015556,1.7069969087094257,3.019080871216825,1.502424308241345
2023-03-01,3.0178225380020702,2.611012342200296,1.6957328988546436,2.994742719616992,1.490907752289877
2023-03-02,3.042798478812878,2.6319700963137382,1.6976312314194009,3.019049746655954,1.4887678202640107
2023-03-03,3.1057049674881543,2.6802820762553767,1.7304176901535089,3.081554892062234,1.5194021710046854
2023-03-06,3.1092281950728116,2.682730901227721,1.7257705152094998,3.084795378451884,1.5133523284853097
2023-03-07,3.071091327723104,2.645716543916872,1.7141311913220263,3.047478590068405,1.5081389501257905
2023-03-08,3.0864286024570826,2.6544821530555165,1.7164839719183371,3.0625771167170592,1.5100660546981441
2023-03-09,3.032953493250809,2.606998999298798,1.6991682838799747,3.0100754752620142,1.4996820286322456
2023-03-10,2.9903601250199316,2.5698847013075894,1.7078967161798313,2.9691593252197186,1.5186496648024643
2023-03-13,3.0125378578121813,2.5775827508875366,1.707988829895916,2.9910192856710762,1.519613390083932
2023-03-14,3.081765459716478,2.6285031545444495,1.7136962188807932,3.0586435176590694,1.5170125927502556
2023-03-15,3.0979315585075664,2.6271770646023254,1.7205017749692273,3.075062823862628,1.529016888300145
2023-03-16,3.179595389758859,2.684851722191047,1.733230323842634,3.1551282015686466,1.5343928892085936
2023-03-17,3.164568883749521,2.6628108471387595,1.7314761741927067,3.140779991896534,1.539146030646973
2023-03-20,3.175799433604651,2.6803382965409086,1.7353728819338763,3.1515795348016074,1.5382450399450238
2023-03-21,3.221157160563539,2.7170759910167477,1.7430804621380096,3.1959191940918843,1.5399493031475462
2023-03-22,3.177355533847229,2.675444342483403,1.734548886287073,3.153252318058218,1.5396025644493112
2023-03-23,3.2150339850906713,2.6949236189960493,1.737362076839398,3.1902770834974143,1.5414810324503379
2023-03-24,3.2268667299433424,2.708724793944671,1.7471414521070179,3.2020415222305463,1.5495993144028037
2023-03-27,3.204758629977361,2.7019786947072855,1.7326853324359797,3.1796285331644993,1.5307241944238401
2023-03-28,3.187736305322529,2.691770056738961,1.7316136212760902,3.1629572717569094,1.5307261500782707
2023-03-29,3.2458600504306014,2.735872724768652,1.7453233624232016,3.22002620090277,1.538965349871436
2023-03-30,3.276583600776303,2.756830550241013,1.7546672685747915,3.25035146766924,1.5469162142885284
2023-03-31,3.331076122944163,2.79918276434079,1.7800204268512656,3.304352041433743,1.5694838104124023
2023-04-03,3.3229796950194976,2.801114354845329,1.7874391357570327,3.296554201105949,1.576225975201119
