portfolio_id,annualized_return_%,annualized_volatility_%,sharpe_ratio,SPY_weight_%,QQQ_weight_%,TLT_weight_%
4295,13.3909,15.1625,0.6853,13.7814,59.4652,26.7534
4296,2.3823,12.403,-0.0498,16.9103,0.3298,82.76
4297,12.1401,13.9956,0.6531,29.05,42.0475,28.9025
4298,13.7611,17.4146,0.6179,97.5573,1.2775,1.1652
4299,6.3665,11.342,0.2968,7.4314,27.7197,64.8489
4300,6.0875,11.5409,0.2675,2.9961,29.4595,67.5444
4301,8.8133,11.3544,0.512,54.345,6.7085,38.9465
4302,12.5219,15.1061,0.6303,71.7564,13.3831,14.8604
4303,13.5696,15.5342,0.6804,36.3326,44.2102,19.4571
4304,8.423,11.3239,0.4789,23.0831,27.1187,49.7982
4305,12.922,14.7055,0.6747,8.7439,60.6559,30.6002
4306,10.7065,12.7343,0.6052,36.8241,29.0619,34.114
4307,16.0758,18.1702,0.7196,20.947,68.1996,10.8533
4308,4.5404,11.3748,0.1354,15.0207,12.8378,72.1415
4309,16.0749,18.584,0.7036,43.5812,51.9576,4.4612
4310,14.8086,16.7367,0.7055,22.9295,60.2288,16.8417
4311,9.6403,11.9194,0.5571,31.5665,27.3234,41.1101
4312,14.4165,17.8933,0.638,89.0995,10.7319,0.1686
4313,7.7395,10.7134,0.4424,55.3155,0.4628,44.2217
4314,16.7205,19.1471,0.7166,32.7901,63.0353,4.1745
4315,16.4752,18.5314,0.7272,12.4424,76.3648,11.1927
4316,16.3063,18.2691,0.7283,5.8688,80.208,13.9232
4317,7.9331,11.6796,0.4224,2.3043,39.4937,58.202
4318,8.1316,11.3668,0.4515,15.4229,31.108,53.4691
4319,15.7631,18.4374,0.6922,53.369,43.3241,3.3068
4320,12.5012,14.3268,0.6632,6.5238,60.0738,33.4024
4321,14.9533,16.9011,0.7072,23.0472,60.892,16.0608
4322,9.0968,11.5197,0.5292,44.1146,15.5126,40.3727
4323,6.7615,10.4578,0.3597,40.833,5.7984,53.3685
4324,15.4625,17.336,0.7189,8.6858,73.8266,17.4876
4325,15.8934,18.317,0.7039,41.5232,52.4956,5.9812
4326,15.2502,17.4775,0.7009,38.1457,51.5949,10.2595
4327,12.3569,14.3273,0.6531,41.9655,33.9025,24.132
4328,14.4341,16.392,0.6975,29.0794,53.8813,17.0393
4329,17.8112,20.1646,0.7345,14.4857,81.8034,3.7109
4330,8.1682,11.2679,0.4587,20.4933,27.6599,51.8468
4331,7.5524,10.6526,0.4274,47.0776,5.406,47.5163
4332,8.5355,11.1783,0.4952,56.064,4.0397,39.8963
4333,11.0815,13.0523,0.6192,20.0873,43.0066,36.9061
4334,11.5639,13.9374,0.6145,66.1923,12.4239,21.3839
4335,18.7328,21.2163,0.7415,8.7803,90.6592,0.5604
4336,17.0305,19.1839,0.7314,12.0192,79.5385,8.4423
4337,16.1461,18.4036,0.7143,30.3795,61.7964,7.8241
4338,5.3089,11.4135,0.2023,9.0627,21.0837,69.8536
4339,14.8397,16.8577,0.7023,29.585,55.6149,14.8001
4340,12.4751,15.2723,0.6204,79.318,7.7162,12.9657
4341,15.637,17.7959,0.7101,30.3261,59.2035,10.4704
4342,12.9817,15.2147,0.6561,55.1103,27.7009,17.1887
4343,12.8759,15.1916,0.6501,59.4307,24.0547,16.5146
4344,12.0402,14.3766,0.6288,63.5252,16.7987,19.6761
4345,13.8952,17.0787,0.6379,83.9911,11.7029,4.3061
4346,9.3153,11.9632,0.5279,11.5709,39.989,48.4401
4347,12.8291,14.6233,0.6722,6.9925,61.4324,31.5751
4348,14.9063,16.9876,0.7009,33.1045,53.4343,13.4612
4349,11.0127,13.1802,0.6079,55.0718,17.5533,27.3749
4350,14.4632,17.7549,0.6456,83.627,14.8994,1.4736
4351,16.8185,18.9442,0.7294,13.0345,77.7145,9.251
4352,15.2268,17.4304,0.7015,37.1025,52.2222,10.6753
4353,17.1559,19.6864,0.7191,32.8656,65.231,1.9033
4354,3.217,11.7573,0.0185,19.6997,2.6419,77.6584
4355,9.2581,11.6644,0.5365,53.2361,9.8027,36.9611
4356,6.5927,10.7531,0.3341,25.6471,15.8205,58.5324
4357,12.9502,14.783,0.6731,27.0757,47.6506,25.2738
4358,11.3869,13.6038,0.6165,58.6323,16.9325,24.4351
4359,10.6014,12.6959,0.5987,45.7376,22.1242,32.1383
4360,13.3268,16.2696,0.6347,79.9361,11.6746,8.3893
4361,12.1191,13.9618,0.6531,25.8955,44.2023,29.9023
4362,14.6252,17.1264,0.6788,56.0516,35.5194,8.429
4363,3.9542,11.3617,0.084,20.5311,5.8553,73.6136
4364,15.1381,16.9482,0.7162,2.8683,76.3234,20.8084
4365,12.2514,14.8142,0.6245,72.0122,11.8015,16.1862
4366,14.9002,17.6879,0.6728,64.6865,30.7455,4.568
4367,15.2344,17.0859,0.7161,9.12,72.3362,18.5439
4368,8.4807,11.1293,0.4925,51.7908,6.8221,41.3871
4369,16.9154,19.085,0.7291,14.9549,76.8376,8.2075
4370,15.0611,17.0782,0.7062,27.2587,58.4278,14.3134
4371,13.5235,15.3559,0.6853,24.6013,52.3882,23.0106
4372,12.7535,15.8097,0.6169,86.1837,4.2299,9.5864
4373,15.8289,17.8396,0.7191,17.6855,69.2638,13.0506
4374,17.5487,19.7496,0.7367,7.5819,85.3998,7.0183
4375,14.5081,17.6928,0.6504,80.2101,17.5828,2.2071
4376,13.8714,15.6773,0.6934,18.5636,58.5175,22.9188
4377,7.0666,11.4444,0.3553,5.1662,32.9625,61.8713
4378,15.6161,17.523,0.72,10.5473,73.2851,16.1676
4379,10.3396,12.4555,0.5893,43.2465,22.5584,34.1951
4380,16.4437,18.5841,0.7234,19.4065,71.2064,9.3871
4381,10.8529,12.9893,0.6046,52.1265,18.8405,29.033
4382,13.6499,15.8256,0.673,48.4517,35.9312,15.6171
4383,18.3734,20.658,0.7442,0.142,94.9991,4.859
4384,10.2159,12.5773,0.5737,6.1097,48.561,45.3292
4385,13.5929,15.3584,0.6897,3.5363,67.859,28.6046
4386,13.5529,16.7517,0.63,86.3713,8.2261,5.4026
4387,11.6348,14.0186,0.616,66.5327,12.5463,20.921
4388,7.7785,10.7335,0.4452,55.3226,0.6596,44.0178
4389,6.5615,11.0841,0.3213,14.6105,23.5771,61.8124
4390,10.0764,12.351,0.5729,15.5021,41.1017,43.3962
4391,11.8933,13.9602,0.637,49.4646,26.1266,24.4088
4392,11.5823,13.7226,0.6254,54.2185,21.1092,24.6723
4393,13.3751,15.3465,0.6761,38.0096,42.0021,19.9883
4394,13.9274,16.2947,0.6706,55.5571,32.2679,12.175
4395,17.1183,19.4059,0.7275,20.0872,74.2044,5.7084
4396,14.1416,17.1397,0.65,76.9035,18.0608,5.0357
4397,15.1576,18.3424,0.6628,75.6994,24.1755,0.1252
4398,17.6564,19.9663,0.7341,13.9109,81.4157,4.6734
4399,5.8607,11.1694,0.2561,12.8368,21.2277,65.9354
4400,9.0125,11.7261,0.5127,16.0356,35.2209,48.7435
4401,10.9937,13.0598,0.6121,9.8781,49.877,40.2449
4402,8.1853,10.9688,0.4727,44.9161,10.2274,44.8566
4403,3.3268,12.4982,0.0261,3.3152,14.9635,81.7213
4404,16.1478,18.1367,0.7249,11.2248,75.5464,13.2288
4405,6.6407,10.7639,0.3382,25.4539,16.207,58.3391
4406,17.1945,19.3431,0.7338,9.0706,82.5011,8.4282
4407,13.9393,16.3086,0.6708,55.5616,32.3262,12.1122
4408,16.7646,18.9102,0.7279,15.3543,75.7714,8.8743
4409,9.9184,12.2609,0.5643,59.9852,8.3732,31.6416
4410,16.9587,19.386,0.72,30.0354,66.2424,3.7222
4411,14.6188,17.8719,0.6501,81.4937,17.2337,1.2726
4412,16.7129,18.8305,0.7282,13.9704,76.4972,9.5325
4413,10.9052,12.9579,0.6101,13.5202,46.807,39.6729
4414,6.7203,10.3743,0.3586,45.9921,1.8845,52.1235
4415,14.7707,17.2291,0.6832,53.152,38.3511,8.497
4416,9.2094,11.6197,0.5344,34.4794,23.0069,42.5137
4417,3.6702,11.5683,0.0579,18.7329,5.6775,75.5896
4418,3.0015,12.2173,0.0001,12.6282,6.6013,80.7706
4419,13.9683,15.9905,0.6859,37.4569,45.4643,17.0788
4420,14.838,16.8659,0.7019,30.2817,55.1064,14.6118
4421,1.1249,14.1196,-0.1328,2.706,4.0214,93.2726
4422,17.1554,19.3207,0.7327,11.0388,80.887,8.0742
4423,12.1729,14.8267,0.6187,75.5882,8.8305,15.5813
4424,9.4629,12.1365,0.5325,6.7085,44.2401,49.0514
4425,13.9642,16.4105,0.6681,58.615,30.2641,11.1208
4426,4.9923,10.5213,0.1894,35.0769,0.7849,64.1381
4427,14.0812,15.9476,0.6948,24.2249,55.5403,20.2348
4428,9.7134,11.9534,0.5616,40.3726,21.3838,38.2435
4429,10.0775,12.2262,0.5789,37.4387,25.3703,37.191
4430,8.7735,11.4316,0.505,27.2296,25.9551,46.8153
4431,15.6015,17.9478,0.7021,40.7454,51.5451,7.7095
4432,13.9279,16.9548,0.6445,79.1155,15.3696,5.5149
4433,14.2676,16.1137,0.6993,20.3198,59.3051,20.3751
4434,17.2295,19.4744,0.7307,15.7505,77.8901,6.3594
4435,15.5937,18.2119,0.6915,52.6811,42.9421,4.3768
4436,8.8874,11.7192,0.5024,13.2809,36.551,50.1681
4437,7.03,10.9635,0.3676,20.1436,22.0287,57.8277
4438,12.1586,14.8058,0.6186,75.4067,8.8866,15.7068
4439,10.1027,12.2454,0.58,37.1063,25.739,37.1547
4440,11.9837,13.8451,0.6489,28.632,41.5389,29.8291
4441,18.0996,20.4685,0.7377,11.144,85.6913,3.1647
4442,6.8645,11.107,0.3479,14.5718,25.1705,60.2577
4443,3.7572,11.2051,0.0676,26.3119,0.6899,72.9982
4444,11.5241,13.5976,0.6269,49.7926,23.9833,26.224
4445,17.7037,20.0211,0.7344,13.7051,81.8078,4.487
4446,10.6645,12.7099,0.603,39.5272,26.9057,33.5671
4447,16.9649,19.5009,0.7161,35.3308,62.4755,2.1937
4448,8.4053,11.0899,0.4874,44.8035,11.4452,43.7513
4449,15.4758,17.5183,0.7122,24.5057,62.546,12.9482
4450,15.5338,18.5635,0.6752,67.9326,31.6913,0.3761
4451,5.4962,11.5124,0.2168,5.8354,24.3667,69.7979
4452,5.6812,10.6906,0.2508,27.0364,10.1132,62.8504
4453,15.5213,17.6154,0.7108,27.5335,60.6093,11.8572
4454,10.5337,12.6571,0.5952,16.3995,42.8211,40.7794
4455,17.1641,19.27,0.735,5.8345,84.6656,9.4999
4456,0.9493,14.0575,-0.1459,6.541,0.363,93.096
4457,8.2486,11.3631,0.4619,17.4353,30.2691,52.2956
4458,14.7775,16.5602,0.7112,1.3894,75.5212,23.0894
4459,15.5677,17.9349,0.7007,42.0742,50.4175,7.5083
4460,16.4878,18.9417,0.7121,36.7392,58.9995,4.2613
4461,14.1045,16.8141,0.6604,67.6064,24.5387,7.855
4462,7.0815,10.8526,0.3761,24.7774,18.9707,56.252
4463,5.3285,11.4786,0.2029,7.4513,22.341,70.2077
4464,15.5021,17.4964,0.7146,20.5087,65.5494,13.9419
4465,14.9515,16.8217,0.7105,15.4824,66.3101,18.2076
4466,10.6193,12.8222,0.5942,55.7001,15.0696,29.2303
4467,8.0358,11.569,0.4353,6.7144,36.8606,56.425
4468,5.2606,11.1782,0.2022,14.993,16.5799,68.4271
4469,13.3987,15.8512,0.656,62.4,24.6265,12.9736
4470,17.0546,19.2331,0.7308,13.5737,78.5477,7.8785
4471,15.0563,16.8952,0.7136,9.9135,70.8467,19.2398
4472,16.1293,18.6928,0.7024,45.409,50.9271,3.6639
4473,8.147,10.9324,0.4708,51.9753,4.9649,43.0597
4474,13.8023,16.4383,0.6571,66.9303,23.4619,9.6078
4475,14.169,15.9775,0.699,16.2877,61.6885,22.0237
4476,7.9509,11.0364,0.4486,28.425,20.8464,50.7286
4477,13.5708,15.7233,0.6723,47.7504,36.0256,16.224
4478,11.1083,13.1016,0.6189,39.8857,28.9416,31.1727
4479,1.6735,13.2912,-0.0998,9.6832,1.8511,88.4657
4480,14.4646,16.6485,0.6886,42.8789,44.1393,12.9818
4481,7.405,11.1805,0.394,14.8893,27.7359,57.3748
4482,15.2273,18.0392,0.6778,62.9922,33.6516,3.3563
4483,5.8124,10.5606,0.2663,31.2691,7.7548,60.9761
4484,4.084,10.9846,0.0987,28.5765,0.7543,70.6692
4485,4.6372,11.5621,0.1416,10.0322,16.9168,73.051
4486,12.4068,14.2154,0.6617,17.6708,51.5893,30.7399
4487,11.3995,13.4625,0.6239,1.4842,57.9959,40.5199
4488,6.105,10.3292,0.3006,41.6513,1.8188,56.53
4489,8.479,11.4215,0.4797,19.0975,30.2675,50.6349
4490,12.1788,14.1251,0.6498,40.1315,34.2976,25.5709
4491,13.7497,15.5612,0.6908,20.3307,56.6208,23.0485
4492,14.5193,16.6673,0.6911,40.4966,46.1311,13.3723
4493,10.8306,12.8533,0.6092,39.5645,27.737,32.6985
4494,13.0229,14.8155,0.6765,3.5667,64.8916,31.5417
4495,7.9595,11.6346,0.4263,3.9069,38.4803,57.6127
4496,10.0493,12.3487,0.5708,14.2861,41.834,43.8799
4497,14.3877,16.5169,0.6895,40.5489,45.4137,14.0374
4498,4.671,11.3439,0.1473,14.7397,13.7143,71.546
4499,10.8485,12.8896,0.6089,16.5935,44.3089,39.0976
4500,10.623,12.9962,0.5866,65.8856,7.7813,26.3331
4501,10.6941,12.7236,0.6047,25.0777,37.4246,37.4976
4502,9.2701,11.6593,0.5378,34.3569,23.4086,42.2345
4503,3.7786,11.3846,0.0684,21.7842,4.049,74.1668
4504,14.0838,15.9257,0.696,21.541,57.479,20.98
4505,12.9651,14.8123,0.6728,28.8818,46.4318,24.6863
4506,4.2626,11.0566,0.1142,25.0608,4.1992,70.74
4507,13.8943,15.6688,0.6953,12.0915,63.2791,24.6294
4508,11.5279,13.506,0.6314,6.3992,55.1335,38.4673
4509,7.0755,11.6351,0.3503,0.0574,36.6735,63.2691
4510,7.9657,10.9006,0.4555,39.1815,13.2062,47.6123
4511,7.2261,10.9708,0.3852,21.2533,22.2457,56.501
4512,8.516,11.2627,0.4898,30.1937,22.4982,47.3081
4513,8.0215,10.8672,0.4621,49.255,6.2679,44.4772
4514,9.0622,11.5496,0.5249,31.4708,24.4047,44.1245
4515,16.0916,18.2089,0.719,22.3503,67.2746,10.3751
4516,12.6008,14.4026,0.6666,20.0014,50.92,29.0786
4517,15.0953,17.1136,0.7068,26.977,58.8068,14.2162
4518,7.9768,10.975,0.4535,33.1698,17.5763,49.2538
4519,8.4109,11.596,0.4666,10.0886,36.3785,53.5329
4520,12.0253,13.8838,0.6501,11.4437,54.085,34.4714
4521,13.5368,15.3457,0.6866,21.3403,54.7963,23.8634
4522,13.4513,15.3612,0.6804,32.7901,46.1407,21.0692
4523,10.6354,12.7566,0.5985,49.0803,19.9016,31.0181
4524,12.0063,14.7459,0.6108,79.1116,5.442,15.4464
4525,10.4389,12.5237,0.594,40.3555,25.1454,34.4991
4526,16.4036,18.7995,0.713,34.8211,59.9408,5.2382
4527,9.3916,11.8385,0.5399,60.8988,4.9953,34.1059
4528,11.4941,13.3911,0.6343,25.5018,41.2545,33.2436
4529,0.8431,14.2617,-0.1512,4.5176,1.2658,94.2166
4530,12.2161,14.1739,0.6502,41.1184,33.7826,25.099
4531,6.2707,10.91,0.2998,19.6578,18.4533,61.8889
4532,13.2311,15.0248,0.6809,20.0649,54.1314,25.8038
4533,9.6819,11.9882,0.5574,25.4931,31.8956,42.6112
4534,10.5748,12.66,0.5983,44.0501,23.1974,32.7526
4535,14.98,17.0365,0.7032,30.7943,55.4722,13.7335
4536,16.0906,18.0431,0.7255,8.3276,77.3293,14.3431
4537,10.7264,12.7679,0.6051,20.8656,40.6134,38.5209
4538,3.189,11.9265,0.0158,16.391,4.8709,78.7381
4539,13.4499,16.9609,0.6161,95.485,1.1559,3.3591
4540,11.2001,13.289,0.6171,50.107,22.0836,27.8094
4541,14.2065,15.9877,0.7009,10.6378,65.9355,23.4267
4542,6.8854,11.6152,0.3345,0.3594,35.4744,64.1663
4543,13.6928,15.4548,0.6919,7.5588,65.4895,26.9516
4544,4.8269,10.8239,0.1688,26.8661,5.8207,67.3133
4545,14.9746,17.6775,0.6774,61.0751,33.7211,5.2038
4546,11.0336,13.6606,0.5881,77.1282,1.8377,21.0341
4547,16.6782,18.8979,0.7238,21.6437,70.813,7.5433
4548,9.4948,11.803,0.5503,45.8435,16.3293,37.8273
4549,18.3699,20.7026,0.7424,4.1286,92.1207,3.7507
4550,4.5067,11.12,0.1355,21.4032,8.0852,70.5117
4551,6.4595,11.0804,0.3122,14.6213,23.0419,62.3368
4552,14.6269,16.7802,0.6929,39.8695,47.1369,12.9936
4553,14.2399,16.3498,0.6875,40.6559,44.5728,14.7713
4554,13.9555,15.7675,0.6948,18.7793,58.7977,22.423
4555,8.2649,11.1227,0.4734,31.6955,20.1233,48.1812
4556,17.0649,19.4378,0.7236,25.8125,69.8209,4.3666
4557,15.3091,17.5631,0.7009,38.9693,51.3086,9.7221
4558,11.1927,13.2042,0.6205,43.0519,27.1065,29.8415
4559,10.0558,12.216,0.5776,31.362,29.6175,39.0205
4560,6.5298,10.6985,0.3299,27.4513,14.2009,58.3478
4561,16.1371,18.2889,0.7183,24.0958,66.2578,9.6464
4562,16.0206,17.9297,0.7262,4.0681,80.0234,15.9085
4563,12.5992,14.7248,0.6519,51.3012,28.4568,20.2419
4564,13.3092,15.0764,0.6838,9.0098,62.4662,28.524
4565,11.0233,13.2092,0.6074,56.3063,16.7223,26.9715
4566,10.5235,12.7661,0.5893,6.7481,49.6923,43.5595
4567,16.4025,18.6106,0.7202,24.4102,67.4037,8.186
4568,12.7402,14.6859,0.6632,39.0463,37.9777,22.9761
4569,10.6013,12.7818,0.5947,9.4519,48.155,42.3931
4570,9.8619,12.0855,0.5678,46.4136,17.8174,35.769
4571,14.5298,16.9626,0.6797,53.9738,36.5167,9.5095
4572,7.1773,10.5177,0.3972,45.6899,4.463,49.8471
4573,10.5681,12.6795,0.5969,16.6869,42.7927,40.5203
4574,13.1101,14.8876,0.6791,6.6601,63.1229,30.217
4575,13.1327,15.747,0.6435,69.9928,17.8045,12.2027
4576,14.3652,16.2465,0.6995,23.1267,57.7958,19.0775
4577,12.0803,13.94,0.6514,29.3442,41.5272,29.1286
4578,13.1181,16.3035,0.6206,88.2352,4.6422,7.1226
4579,12.8407,16.0906,0.6116,91.3588,0.9679,7.6733
4580,15.1605,17.8374,0.6817,58.6292,36.4365,4.9344
4581,8.6543,11.6505,0.4853,11.7439,36.449,51.8071
4582,12.3173,14.3946,0.6473,49.409,28.3576,22.2334
4583,5.9863,11.5651,0.2582,2.7116,29.1408,68.1476
4584,13.0367,15.2096,0.6599,51.8552,30.3207,17.8241
4585,9.7842,12.2869,0.5521,68.857,1.315,29.8281
4586,12.6122,14.5894,0.6588,41.8689,35.2908,22.8404
4587,12.2153,14.1798,0.6499,41.6751,33.379,24.9459
4588,14.9345,16.8409,0.7087,19.5221,63.3239,17.154
4589,15.2281,18.196,0.672,68.2993,29.8486,1.8522
4590,7.2712,10.7132,0.3987,33.6764,13.5668,52.7568
4591,9.8183,12.3804,0.5507,4.0979,47.9496,47.9525
4592,3.3099,11.5857,0.0268,22.4087,1.1788,76.4125
4593,6.1416,10.6142,0.296,29.5008,10.7246,59.7746
4594,10.3934,12.7424,0.5802,2.992,51.7149,45.2931
4595,7.9,11.7431,0.4173,0.1675,40.8557,58.9769
4596,13.3579,15.457,0.6701,46.1487,36.0744,17.7769
4597,2.4997,12.623,-0.0396,10.9336,5.2238,83.8426
4598,8.8295,11.417,0.5106,31.2762,23.3419,45.3819
4599,11.9874,13.9955,0.6422,45.2525,29.6347,25.1128
4600,13.6728,16.3152,0.6542,67.9539,22.0587,9.9873
4601,9.9238,12.3343,0.5613,9.9472,44.2982,45.7546
4602,3.7577,11.6263,0.0652,16.5229,7.7153,75.7618
4603,12.873,15.4666,0.6383,70.5354,16.0734,13.3912
4604,4.6082,10.8135,0.1487,28.6954,3.3781,67.9265
4605,13.5431,15.3125,0.6885,12.6672,61.0509,26.2818
4606,11.5065,13.7294,0.6196,58.9414,17.3288,23.7298
4607,7.4293,10.5945,0.4181,47.9899,4.1153,47.8948
4608,6.2537,11.4041,0.2853,5.9864,28.1733,65.8403
4609,11.4238,13.3898,0.6291,39.6971,30.7074,29.5955
4610,15.2719,17.5315,0.7,39.6139,50.6539,9.7322
4611,12.9896,15.0552,0.6635,46.1742,34.1528,19.673
4612,2.0546,13.4079,-0.0705,2.128,9.2408,88.6312
4613,16.0565,18.1608,0.7189,21.8909,67.4229,10.6862
4614,10.7577,12.8275,0.6048,45.024,23.4437,31.5323
4615,13.0978,15.1711,0.6656,46.0978,34.7665,19.1357
4616,13.429,16.2827,0.6405,76.5551,14.6282,8.8168
4617,13.6368,16.2971,0.6527,68.8134,21.2557,9.9309
4618,13.0304,15.9884,0.6274,81.9236,8.7167,9.3597
4619,11.1918,13.4999,0.6068,63.373,12.5233,24.1037
4620,4.5929,11.1752,0.1425,19.3655,9.9925,70.642
4621,12.2118,14.9174,0.6175,77.2559,7.8349,14.9091
4622,14.3069,17.413,0.6493,79.1619,17.2952,3.543
4623,14.8416,16.6693,0.7104,11.2775,68.7583,19.9642
4624,11.8655,13.8411,0.6405,0.0377,61.442,38.5202
4625,8.8136,11.4282,0.5087,63.4256,0.1956,36.3789
4626,8.8003,11.4092,0.5084,62.5443,0.759,36.6967
4627,7.84,10.8158,0.4475,42.2594,10.3489,47.3916
4628,16.5273,18.6029,0.7272,13.3109,76.011,10.678
4629,7.8554,11.3641,0.4273,12.1897,32.0004,55.8099
4630,9.668,11.9226,0.5593,36.2718,24.091,39.6372
4631,13.7281,16.3942,0.6544,68.462,21.98,9.558
4632,12.4565,15.4526,0.612,85.6457,3.0809,11.2734
4633,11.821,13.7189,0.643,33.651,37.0975,29.2515
4634,10.1189,12.3139,0.5781,49.364,17.0291,33.6069
4635,17.3645,19.4754,0.7376,2.7645,87.9037,9.3318
4636,12.9591,14.7399,0.6757,9.0979,60.5937,30.3084
4637,14.4606,17.5189,0.6542,76.6937,19.8601,3.4461
4638,12.8128,15.7244,0.6241,81.5123,7.8875,10.6002
4639,12.2815,14.3163,0.6483,46.7735,30.0634,23.1631
4640,6.4759,10.9303,0.318,19.2287,19.8214,60.9499
4641,11.2773,13.6776,0.6052,67.6949,9.8648,22.4404
4642,16.0006,18.1258,0.7172,24.006,65.6168,10.3772
4643,11.5108,13.6177,0.625,52.0778,22.2752,25.647
4644,15.4053,17.5008,0.7088,28.8949,59.0329,12.0722
4645,0.2584,15.0425,-0.1823,0.0642,1.4391,98.4968
4646,1.7413,13.72,-0.0917,0.8317,8.5516,90.6167
4647,13.881,16.079,0.6767,48.031,37.427,14.542
4648,8.4322,11.2728,0.4819,26.4983,24.7164,48.7853
4649,11.2301,13.4931,0.6099,61.0657,14.3765,24.5577
4650,2.27,12.9128,-0.0565,8.4133,5.8452,85.7416
4651,7.4024,10.9763,0.4011,22.6816,22.1326,55.1858
4652,15.1589,17.9487,0.6774,62.757,33.4666,3.7764
4653,6.7381,11.3579,0.3291,7.0077,29.9436,63.0487
4654,11.297,13.2885,0.6244,41.6846,28.6262,29.6892
4655,2.4277,12.6555,-0.0452,11.2553,4.621,84.1237
4656,12.2167,14.7601,0.6244,71.4076,12.056,16.5364
4657,16.783,19.1933,0.7181,31.2375,64.4719,4.2906
4658,13.1047,16.3609,0.6176,90.3016,3.0904,6.608
4659,13.4692,15.6978,0.6669,52.2091,32.3016,15.4893
4660,9.5818,11.8573,0.5551,39.5611,21.2859,39.153
4661,11.8647,13.9345,0.6362,49.6791,25.8248,24.4961
4662,9.0873,11.9909,0.5077,5.1495,43.4171,51.4333
4663,10.9534,12.982,0.6126,42.5451,26.2334,31.2214
4664,14.8229,18.1113,0.6528,81.15,18.5352,0.3148
4665,2.3523,12.7948,-0.0506,9.5617,5.4466,84.9917
4666,11.045,13.2975,0.605,60.312,13.9609,25.7271
4667,5.1717,11.7775,0.1844,1.72,25.6425,72.6375
4668,15.4617,17.6238,0.7071,32.3955,56.8128,10.7917
4669,15.466,17.6254,0.7073,32.1873,56.9846,10.8281
4670,14.8783,17.789,0.6677,69.044,27.5065,3.4495
4671,4.5427,11.4071,0.1352,14.2577,13.397,72.3453
4672,8.8797,11.3899,0.5162,52.2688,8.5409,39.1903
4673,16.146,18.3,0.7184,24.1317,66.2779,9.5904
4674,8.2349,10.987,0.4765,47.399,8.7023,43.8987
4675,7.5753,10.7573,0.4253,37.4588,12.4247,50.1164
4676,7.3103,11.4309,0.3771,6.3385,33.3808,60.2807
4677,14.4224,16.6677,0.6853,46.3302,41.4452,12.2246
4678,13.0287,14.8417,0.6757,23.9755,50.2802,25.7444
4679,8.7959,11.331,0.5115,51.5936,8.5922,39.8142
4680,14.6408,17.7524,0.6557,77.1195,20.4855,2.3951
4681,3.5705,11.5935,0.0492,19.2495,4.792,75.9585
4682,13.9537,15.8484,0.6912,27.9757,52.1909,19.8335
4683,3.7124,11.5716,0.0616,18.2092,6.2717,75.5191
4684,17.4989,19.6198,0.739,1.2663,89.6731,9.0606
4685,10.6653,12.7537,0.601,45.9443,22.3062,31.7496
4686,12.389,14.1989,0.6613,17.7882,51.4133,30.7986
4687,18.1419,20.4534,0.7403,6.3756,89.3308,4.2935
4688,17.5008,20.0281,0.724,28.5461,70.1126,1.3413
4689,3.643,11.365,0.0566,23.6974,1.9757,74.3269
4690,6.8761,11.3332,0.342,7.8817,30.0298,62.0885
4691,16.7664,19.2981,0.7134,37.3496,60.0017,2.6487
4692,8.8671,11.3686,0.5161,45.0976,13.6202,41.2821
4693,12.0249,13.895,0.6495,9.1956,55.6958,35.1086
4694,16.1028,18.3518,0.714,30.3895,61.5652,8.0452
4695,12.4476,14.3342,0.6591,34.2054,39.9382,25.8564
4696,16.6206,18.8668,0.7219,24.0323,68.8019,7.1658
4697,13.6376,17.1135,0.6216,93.5738,3.4969,2.9293
4698,15.2742,17.1312,0.7165,9.3084,72.4066,18.285
4699,8.5277,11.2671,0.4906,30.3165,22.4704,47.2131
4700,15.743,17.608,0.7237,2.33,79.836,17.834
4701,7.5233,11.1534,0.4056,16.8336,26.9526,56.2138
4702,12.4826,15.0996,0.628,73.1081,12.2101,14.6818
4703,15.5777,17.5578,0.7164,18.3712,67.4736,14.1552
4704,7.0637,10.7466,0.3781,29.2116,15.6975,55.0909
4705,9.6624,11.9566,0.5572,27.8845,30.0791,42.0365
4706,10.1866,12.4694,0.5763,58.2433,11.0088,30.7479
4707,4.4586,11.4757,0.1271,13.3708,13.5988,73.0305
4708,8.8653,11.4372,0.5128,60.6503,2.4539,36.8958
4709,9.8117,12.0414,0.5657,45.4326,18.2618,36.3057
4710,3.8303,12.188,0.0681,4.0831,17.0148,78.9021
4711,6.7136,10.7423,0.3457,26.6526,15.7241,57.6233
4712,13.3439,15.1106,0.6845,10.3596,61.6769,27.9635
4713,12.0214,13.8615,0.6508,18.445,49.042,32.513
4714,13.7658,16.1007,0.6687,55.2253,31.6708,13.104
4715,8.5136,11.8653,0.4647,1.5385,43.0431,55.4184
4716,15.4919,17.3517,0.7199,6.1708,75.7828,18.0464
4717,14.2152,16.0809,0.6974,22.9636,57.1377,19.8986
4718,13.5512,15.4772,0.6817,33.5043,46.1442,20.3515
4719,3.9116,11.1787,0.0815,25.3504,2.1776,72.472
4720,7.3811,10.9676,0.3995,22.822,21.9214,55.2567
4721,15.6342,18.3967,0.6868,57.8415,39.4497,2.7089
4722,13.9957,16.049,0.6851,39.2084,44.3494,16.4422
4723,9.8103,12.3325,0.5522,6.3012,46.3275,47.3713
