,Strategy A,Strategy B,Strategy C
2016-12-08,1.1729891365537592,1.1555120954709945,1.0846806801940017
2016-12-09,1.1821896960986509,1.163533798239077,1.0832149655874301
2016-12-12,1.176847230334186,1.160236948587097,1.0832800186687872
2016-12-13,1.1916863563422804,1.1714234309048543,1.0891637699309549
2016-12-14,1.1892131821065226,1.1653732648954562,1.0789019105757285
2016-12-15,1.1910930266351192,1.1686932900756515,1.0837467081134293
2016-12-16,1.1866775478703506,1.1653844626727985,1.0814783954688965
2016-12-19,1.191539434302596,1.1690404692987315,1.087544279675451
2016-12-20,1.1961036081651248,1.173534262612423,1.0878937152136963
2016-12-21,1.1952102286753286,1.171463212323031,1.08799811813079
2016-12-22,1.1918370662787632,1.1687984812566992,1.086092517431385
2016-12-23,1.192630832142092,1.1700432178634486,1.0879313823901302
2016-12-27,1.1987822959506318,1.1745122532021188,1.0881503399861912
2016-12-28,1.1894556880952267,1.165089972684677,1.0859358354394628
2016-12-29,1.1877692680840422,1.1641342867141888,1.0873297796384254
2016-12-30,1.1755649063772933,1.1560260125037047,1.0856032522833863
2017-01-03,1.1860824451051128,1.1656192054390433,1.0924450774274712
2017-01-04,1.1925317020769184,1.172255384464761,1.098024501613173
2017-01-05,1.199278591024891,1.1751058319848844,1.1043764491261738
2017-01-06,1.209796049159162,1.1823606839033995,1.1026913396928497
2017-01-09,1.2137648784758068,1.1823485656860557,1.1040472180747065
2017-01-10,1.2164437274484121,1.183653321366755,1.1037572516587815
2017-01-11,1.2197180821539995,1.186919079666045,1.1071156056561915
2017-01-12,1.2178327572640761,1.184512285283227,1.1044699625148684
2017-01-13,1.222000249678813,1.1878984558534025,1.1038885339497255
2017-01-17,1.2183289717447865,1.1840212453491368,1.1061775048165057
2017-01-18,1.2208093993999471,1.1865348341448145,1.1019772248436381
2017-01-19,1.22021429663471,1.1840479720698822,1.0965045110691551
2017-01-20,1.2228932262008643,1.1875227342202628,1.0980455027361968
2017-01-23,1.2238852521945403,1.1864594524337284,1.1007257088643143
2017-01-24,1.2321207039910955,1.1942548720526953,1.1019433707386388
2017-01-25,1.2445231646410935,1.205434049487632,1.1021340825611299
2017-01-26,1.2458129032044862,1.2054285085883514,1.1029271518337826
2017-01-27,1.2481944425751201,1.205634529577629,1.103479792586772
2017-01-30,1.2384708308977272,1.1972000224662465,1.0980455233183
2017-01-31,1.23599016146192,1.1959484382919676,1.1010439788463104
2017-02-01,1.2445231646410937,1.2003130911422697,1.0985819986531409
2017-02-02,1.2434317668015973,1.2001823521485655,1.09883226615129
2017-02-03,1.2470035117027056,1.2060424153338694,1.103191901440768
2017-02-06,1.2484920745512877,1.2056841965066125,1.1046783748367115
2017-02-07,1.2530563290073655,1.2079145091726715,1.10795555309462
2017-02-08,1.2551393498727936,1.2097098813624203,1.114853269836307
2017-02-09,1.2597039267030667,1.215497897043504,1.1136779434906905
2017-02-10,1.2638710967436075,1.2199066291765046,1.1160566666128842
2017-02-13,1.271015231294215,1.226674224324387,1.1182963579479064
2017-02-14,1.2752813702128316,1.2311833939515964,1.117744478700005
2017-02-15,1.2828222668047804,1.2380371412221791,1.1191879277121013
2017-02-16,1.2824251823892436,1.2373185501278672,1.1210623704247222
2017-02-17,1.2879817852131932,1.2409742338720111,1.1247845961236131
2017-02-21,1.2943319121198247,1.2477284501395771,1.12801817139523
2017-02-22,1.2948280460069865,1.2474138503203775,1.1281686553945944
2017-02-23,1.2899660789811924,1.2454941797932695,1.1299773426534983
2017-02-24,1.2924464260428037,1.2474817638821571,1.1358566465821045
2017-02-27,1.2940341189565594,1.2492226232134078,1.1342405379280136
2017-02-28,1.2900656120141103,1.2456213749837592,1.1340871831196597
2017-03-01,1.3041548956430378,1.2611411825068415,1.1360105107201424
